shipment_id,order_id,carrier,tracking_number,status,shipped_at,delivered_at
9000008721,1000008721,PICKUP,,DELIVERED,2025-06-04 09:04:55,2025-06-05 09:04:55
9000008722,1000008722,PICKUP,,DELIVERED,2025-02-16 13:56:02,2025-02-17 13:56:02
9000008723,1000008723,PICKUP,,SHIPPED,2025-05-09 23:42:09,2025-05-10 23:42:09
9000008724,1000008724,PICKUP,,DELIVERED,2024-07-22 15:26:39,2024-07-23 15:26:39
9000008725,1000008725,Correo Argentino,TRK-ZXCJJS5K94,SHIPPED,2024-04-07 09:19:00,2024-04-11 09:19:00
9000008726,1000008726,PICKUP,,DELIVERED,2025-05-14 12:52:18,2025-05-15 12:52:18
9000008727,1000008727,Correo Argentino,TRK-1GC284LCZF,DELIVERED,2025-02-24 23:02:48,2025-02-26 23:02:48
9000008728,1000008728,Correo Argentino,TRK-LSLHXCDJ0N,DELIVERED,2024-10-16 22:03:26,2024-10-18 22:03:26
9000008729,1000008729,Correo Argentino,TRK-I6U0TCH5MK,DELIVERED,2025-09-13 17:05:20,2025-09-17 17:05:20
9000008730,1000008730,PICKUP,,SHIPPED,2025-06-12 22:54:38,2025-06-13 22:54:38
9000008731,1000008731,PICKUP,,DELIVERED,2024-08-23 06:14:12,2024-08-24 06:14:12
9000008732,1000008732,PICKUP,,DELIVERED,2025-01-11 00:01:30,2025-01-12 00:01:30
9000008733,1000008733,PICKUP,,DELIVERED,2024-10-09 11:59:58,2024-10-10 11:59:58
9000008734,1000008734,PICKUP,,DELIVERED,2025-04-28 17:32:27,2025-04-29 17:32:27
9000008735,1000008735,PICKUP,,DELIVERED,2024-09-12 08:01:14,2024-09-13 08:01:14
9000008736,1000008736,Correo Argentino,TRK-KMCDNDVA51,DELIVERED,2024-01-03 06:11:38,2024-01-07 06:11:38
9000008737,1000008737,Correo Argentino,TRK-TMNZS9FEPE,DELIVERED,2025-09-28 19:08:07,2025-09-30 19:08:07
9000008738,1000008738,Correo Argentino,TRK-7KUOEU3UGP,SHIPPED,2024-04-03 22:08:45,2024-04-05 22:08:45
9000008739,1000008739,Correo Argentino,TRK-NWW8K3CF20,DELIVERED,2025-06-24 14:08:00,2025-06-27 14:08:00
9000008740,1000008740,Correo Argentino,TRK-I4K54GZGGR,DELIVERED,2025-05-18 15:59:46,2025-05-20 15:59:46
9000008741,1000008741,PICKUP,,CANCELLED,,
9000008742,1000008742,PICKUP,,DELIVERED,2025-07-15 13:34:10,2025-07-16 13:34:10
9000008743,1000008743,Correo Argentino,,CANCELLED,,
9000008744,1000008744,Correo Argentino,TRK-FTCI7XXGSC,DELIVERED,2025-04-21 22:32:27,2025-04-24 22:32:27
9000008745,1000008745,PICKUP,,DELIVERED,2025-03-06 03:49:56,2025-03-07 03:49:56
9000008746,1000008746,Correo Argentino,TRK-J0BFZK4OAX,DELIVERED,2024-03-15 09:27:20,2024-03-17 09:27:20
9000008747,1000008747,Correo Argentino,,CANCELLED,,
9000008748,1000008748,PICKUP,,DELIVERED,2024-07-18 23:52:42,2024-07-19 23:52:42
9000008749,1000008749,Correo Argentino,TRK-2LMRF47FVN,DELIVERED,2024-05-15 00:53:35,2024-05-18 00:53:35
9000008750,1000008750,PICKUP,,SHIPPED,2024-05-19 18:48:04,2024-05-20 18:48:04
9000008751,1000008751,Correo Argentino,TRK-M0LOWDU1T2,DELIVERED,2024-11-27 06:41:58,2024-12-03 06:41:58
9000008752,1000008752,Correo Argentino,TRK-IPDMUBXQE2,DELIVERED,2024-08-10 06:20:31,2024-08-12 06:20:31
9000008753,1000008753,Correo Argentino,TRK-UCH0QO4IBR,DELIVERED,2024-09-27 12:38:24,2024-09-30 12:38:24
9000008754,1000008754,PICKUP,,SHIPPED,2024-09-03 02:03:42,2024-09-04 02:03:42
9000008755,1000008755,Correo Argentino,TRK-BUBFU3NFKQ,READY,2025-08-27 20:18:11,2025-08-30 20:18:11
9000008756,1000008756,Correo Argentino,TRK-MMQ6Z59XGV,DELIVERED,2024-04-01 20:44:53,2024-04-06 20:44:53
9000008757,1000008757,Correo Argentino,TRK-TJHXRPTR10,SHIPPED,2024-08-03 22:22:08,2024-08-05 22:22:08
9000008758,1000008758,Correo Argentino,TRK-P0LVZ9UZS7,DELIVERED,2024-03-23 01:48:31,2024-03-26 01:48:31
9000008759,1000008759,PICKUP,,DELIVERED,2025-04-16 19:34:04,2025-04-17 19:34:04
9000008760,1000008760,PICKUP,,DELIVERED,2025-06-12 10:37:38,2025-06-13 10:37:38
9000008761,1000008761,PICKUP,,CANCELLED,,
9000008762,1000008762,Correo Argentino,TRK-OA2UDUUOPG,DELIVERED,2024-08-25 03:07:05,2024-09-01 03:07:05
9000008763,1000008763,Correo Argentino,TRK-IT6121JV3Q,DELIVERED,2025-05-14 15:35:35,2025-05-17 15:35:35
9000008764,1000008764,PICKUP,,READY,2024-07-13 15:20:05,2024-07-14 15:20:05
9000008765,1000008765,Correo Argentino,TRK-UFZMGK5C3V,DELIVERED,2024-08-14 20:05:18,2024-08-16 20:05:18
9000008766,1000008766,Correo Argentino,TRK-QC98ZBVPCL,SHIPPED,2024-05-27 08:05:05,2024-05-29 08:05:05
9000008767,1000008767,Correo Argentino,TRK-19LBL289SF,DELIVERED,2025-04-18 08:48:42,2025-04-25 08:48:42
9000008768,1000008768,PICKUP,,DELIVERED,2024-04-26 19:10:08,2024-04-27 19:10:08
9000008769,1000008769,PICKUP,,DELIVERED,2024-03-23 05:03:01,2024-03-24 05:03:01
9000008770,1000008770,PICKUP,,DELIVERED,2024-02-11 23:14:42,2024-02-12 23:14:42
9000008771,1000008771,Correo Argentino,TRK-238GDI261A,DELIVERED,2025-05-08 20:43:08,2025-05-13 20:43:08
9000008772,1000008772,Correo Argentino,TRK-XP5ZBL7K4Y,DELIVERED,2024-05-23 22:53:07,2024-05-26 22:53:07
9000008773,1000008773,Correo Argentino,TRK-WM9N025QN9,DELIVERED,2024-09-08 17:00:30,2024-09-12 17:00:30
9000008774,1000008774,Correo Argentino,TRK-4RT4G43YA5,DELIVERED,2024-10-28 03:22:45,2024-11-01 03:22:45
9000008775,1000008775,Correo Argentino,TRK-AD96AAAXPZ,DELIVERED,2024-03-25 12:34:59,2024-03-29 12:34:59
9000008776,1000008776,Correo Argentino,TRK-TUD4GFIVFU,DELIVERED,2024-04-01 08:57:20,2024-04-06 08:57:20
9000008777,1000008777,PICKUP,,DELIVERED,2024-05-21 15:54:46,2024-05-22 15:54:46
9000008778,1000008778,Correo Argentino,TRK-4CZ14MBTM8,DELIVERED,2024-06-20 18:12:23,2024-06-24 18:12:23
9000008779,1000008779,Correo Argentino,TRK-EA5HWO67WU,DELIVERED,2024-10-15 10:49:06,2024-10-18 10:49:06
9000008780,1000008780,Correo Argentino,TRK-DS7TB3Y9EH,READY,2025-06-25 20:06:07,2025-06-30 20:06:07
9000008781,1000008781,PICKUP,,SHIPPED,2024-03-02 13:51:15,2024-03-03 13:51:15
9000008782,1000008782,PICKUP,,DELIVERED,2025-01-02 20:06:07,2025-01-03 20:06:07
9000008783,1000008783,Correo Argentino,TRK-QCDAXMBDOR,DELIVERED,2024-09-07 12:25:19,2024-09-12 12:25:19
9000008784,1000008784,Correo Argentino,TRK-QDOT39FM6S,DELIVERED,2024-10-18 16:02:42,2024-10-21 16:02:42
9000008785,1000008785,Correo Argentino,TRK-Y8I5YZRZSP,DELIVERED,2025-08-25 01:45:06,2025-08-27 01:45:06
9000008786,1000008786,PICKUP,,DELIVERED,2025-01-27 15:43:57,2025-01-28 15:43:57
9000008787,1000008787,PICKUP,,SHIPPED,2025-05-13 07:58:28,2025-05-14 07:58:28
9000008788,1000008788,PICKUP,,DELIVERED,2024-11-01 05:37:22,2024-11-02 05:37:22
9000008789,1000008789,PICKUP,,SHIPPED,2024-11-06 22:57:01,2024-11-07 22:57:01
9000008790,1000008790,Correo Argentino,TRK-MAU0AU2JS7,DELIVERED,2025-03-01 16:07:12,2025-03-03 16:07:12
9000008791,1000008791,PICKUP,,CANCELLED,,
9000008792,1000008792,Correo Argentino,TRK-X5HWPMMXRA,DELIVERED,2024-05-21 21:54:08,2024-05-24 21:54:08
9000008793,1000008793,PICKUP,,DELIVERED,2024-04-02 04:28:29,2024-04-03 04:28:29
9000008794,1000008794,Correo Argentino,TRK-NWUF02RTXN,SHIPPED,2025-02-19 16:42:54,2025-02-22 16:42:54
9000008795,1000008795,PICKUP,,DELIVERED,2024-12-08 05:11:55,2024-12-09 05:11:55
9000008796,1000008796,Correo Argentino,TRK-DHUNERE781,DELIVERED,2025-04-27 14:26:36,2025-04-30 14:26:36
9000008797,1000008797,PICKUP,,DELIVERED,2024-10-31 02:12:52,2024-11-01 02:12:52
9000008798,1000008798,Correo Argentino,TRK-4YHM9NZ933,SHIPPED,2024-07-30 22:12:15,2024-08-05 22:12:15
9000008799,1000008799,Correo Argentino,TRK-GIH4WJT4NK,DELIVERED,2024-09-27 23:21:01,2024-10-01 23:21:01
9000008800,1000008800,Correo Argentino,TRK-H4ECGKCN3B,SHIPPED,2025-04-19 12:26:00,2025-04-24 12:26:00
9000008801,1000008801,Correo Argentino,TRK-A34FUUY918,DELIVERED,2024-03-16 19:22:59,2024-03-21 19:22:59
9000008802,1000008802,Correo Argentino,TRK-HCWTY1JKCQ,DELIVERED,2024-09-12 16:43:57,2024-09-16 16:43:57
9000008803,1000008803,Correo Argentino,TRK-00BF28O7R1,DELIVERED,2024-01-16 16:41:07,2024-01-18 16:41:07
9000008804,1000008804,PICKUP,,DELIVERED,2024-11-07 20:40:50,2024-11-08 20:40:50
9000008805,1000008805,Correo Argentino,TRK-6KPWO8J6OS,SHIPPED,2025-07-02 09:45:22,2025-07-07 09:45:22
9000008806,1000008806,Correo Argentino,TRK-1YTQW52RUL,SHIPPED,2024-01-17 17:38:33,2024-01-22 17:38:33
9000008807,1000008807,PICKUP,,DELIVERED,2024-07-07 00:34:22,2024-07-08 00:34:22
9000008808,1000008808,PICKUP,,DELIVERED,2025-08-18 09:56:57,2025-08-19 09:56:57
9000008809,1000008809,Correo Argentino,TRK-NDTES4N1TB,DELIVERED,2025-09-05 05:14:26,2025-09-07 05:14:26
9000008810,1000008810,Correo Argentino,TRK-J4BN5D1DJ9,DELIVERED,2025-03-05 07:48:25,2025-03-07 07:48:25
9000008811,1000008811,Correo Argentino,TRK-VQKOL8OBLI,DELIVERED,2024-06-15 09:22:04,2024-06-20 09:22:04
9000008812,1000008812,Correo Argentino,TRK-TPFMUB0OX6,DELIVERED,2024-04-21 04:00:51,2024-04-25 04:00:51
9000008813,1000008813,PICKUP,,SHIPPED,2025-08-24 22:19:49,2025-08-25 22:19:49
9000008814,1000008814,Correo Argentino,TRK-X4643CQ4HE,DELIVERED,2024-04-02 17:13:21,2024-04-08 17:13:21
9000008815,1000008815,PICKUP,,DELIVERED,2024-05-19 00:53:34,2024-05-20 00:53:34
9000008816,1000008816,Correo Argentino,TRK-F55YD38ZCG,DELIVERED,2024-03-03 18:17:25,2024-03-06 18:17:25
9000008817,1000008817,Correo Argentino,TRK-AYQEFNWGEE,DELIVERED,2024-03-11 07:25:56,2024-03-13 07:25:56
9000008818,1000008818,Correo Argentino,TRK-OFWB6PJC9Q,SHIPPED,2024-05-31 23:44:34,2024-06-02 23:44:34
9000008819,1000008819,Correo Argentino,TRK-I105KKW6CQ,DELIVERED,2025-09-21 10:08:20,2025-09-26 10:08:20
9000008820,1000008820,PICKUP,,DELIVERED,2025-05-19 23:28:08,2025-05-20 23:28:08
9000008821,1000008821,Correo Argentino,TRK-GJMY3I236V,DELIVERED,2025-07-10 18:11:09,2025-07-12 18:11:09
9000008822,1000008822,Correo Argentino,TRK-D7YE0FRVGA,DELIVERED,2024-07-05 16:49:29,2024-07-07 16:49:29
9000008823,1000008823,PICKUP,,CANCELLED,,
9000008824,1000008824,Correo Argentino,TRK-70N9X4NQM0,READY,2024-07-27 09:07:50,2024-07-30 09:07:50
9000008825,1000008825,PICKUP,,DELIVERED,2024-07-22 12:50:56,2024-07-23 12:50:56
9000008826,1000008826,Correo Argentino,TRK-LNNPHWVXFR,SHIPPED,2025-08-23 05:30:36,2025-08-27 05:30:36
9000008827,1000008827,Correo Argentino,,CANCELLED,,
9000008828,1000008828,Correo Argentino,,CANCELLED,,
9000008829,1000008829,Correo Argentino,TRK-NIGDCJ7WOX,DELIVERED,2024-07-10 14:49:00,2024-07-12 14:49:00
9000008830,1000008830,Correo Argentino,TRK-22SULBEFJS,DELIVERED,2024-01-24 01:27:21,2024-01-29 01:27:21
9000008831,1000008831,PICKUP,,DELIVERED,2024-08-26 05:40:52,2024-08-27 05:40:52
9000008832,1000008832,Correo Argentino,TRK-LD77I1VWSG,SHIPPED,2025-06-03 03:36:34,2025-06-08 03:36:34
9000008833,1000008833,Correo Argentino,TRK-SASKXYC965,DELIVERED,2025-01-23 01:49:24,2025-01-25 01:49:24
9000008834,1000008834,PICKUP,,DELIVERED,2024-02-29 16:36:17,2024-03-01 16:36:17
9000008835,1000008835,Correo Argentino,TRK-JZ727SLRR8,DELIVERED,2025-07-04 15:29:01,2025-07-06 15:29:01
9000008836,1000008836,Correo Argentino,TRK-WSAJ1Y5L1F,DELIVERED,2024-09-16 15:52:48,2024-09-18 15:52:48
9000008837,1000008837,Correo Argentino,TRK-3PHEKT8KZJ,DELIVERED,2024-05-18 08:42:04,2024-05-21 08:42:04
9000008838,1000008838,Correo Argentino,TRK-3Y61JH56OH,DELIVERED,2024-10-10 14:22:45,2024-10-14 14:22:45
9000008839,1000008839,Correo Argentino,TRK-WJOF0VUCMR,DELIVERED,2024-09-12 17:10:09,2024-09-14 17:10:09
9000008840,1000008840,PICKUP,,SHIPPED,2024-07-19 02:40:32,2024-07-20 02:40:32
9000008841,1000008841,Correo Argentino,TRK-A3Q1GMV2ME,DELIVERED,2024-01-02 16:03:41,2024-01-04 16:03:41
9000008842,1000008842,Correo Argentino,TRK-SY4MDOQZC3,DELIVERED,2024-06-08 11:12:06,2024-06-13 11:12:06
9000008843,1000008843,PICKUP,,DELIVERED,2024-09-15 20:28:35,2024-09-16 20:28:35
9000008844,1000008844,Correo Argentino,TRK-MLDBOPHGY0,DELIVERED,2024-01-23 19:57:49,2024-01-27 19:57:49
9000008845,1000008845,PICKUP,,DELIVERED,2024-10-23 11:55:23,2024-10-24 11:55:23
9000008846,1000008846,Correo Argentino,TRK-6209QHC8GT,DELIVERED,2025-07-05 05:29:54,2025-07-09 05:29:54
9000008847,1000008847,Correo Argentino,TRK-PH28J5TULD,DELIVERED,2024-04-25 09:21:48,2024-04-28 09:21:48
9000008848,1000008848,PICKUP,,DELIVERED,2024-06-28 01:35:29,2024-06-29 01:35:29
9000008849,1000008849,Correo Argentino,TRK-JAYKOQ8LTD,DELIVERED,2025-05-01 23:21:14,2025-05-04 23:21:14
9000008850,1000008850,PICKUP,,DELIVERED,2024-04-08 09:57:07,2024-04-09 09:57:07
9000008851,1000008851,Correo Argentino,TRK-EOOZHZSFUX,DELIVERED,2025-05-08 16:03:09,2025-05-14 16:03:09
9000008852,1000008852,Correo Argentino,TRK-9SKGNOMVO3,DELIVERED,2025-04-10 21:41:17,2025-04-15 21:41:17
9000008853,1000008853,PICKUP,,DELIVERED,2024-10-24 06:08:12,2024-10-25 06:08:12
9000008854,1000008854,Correo Argentino,TRK-GWBAT34G7P,SHIPPED,2025-01-22 12:53:09,2025-01-27 12:53:09
9000008855,1000008855,Correo Argentino,TRK-U1BPMZUNDX,DELIVERED,2025-05-09 10:49:23,2025-05-12 10:49:23
9000008856,1000008856,Correo Argentino,TRK-BEFU0CUN5H,DELIVERED,2024-09-01 02:32:24,2024-09-04 02:32:24
9000008857,1000008857,Correo Argentino,TRK-VFAYU1Z34P,DELIVERED,2024-01-08 05:52:07,2024-01-12 05:52:07
9000008858,1000008858,Correo Argentino,TRK-WH43UYXOFU,DELIVERED,2024-01-03 05:47:13,2024-01-07 05:47:13
9000008859,1000008859,Correo Argentino,TRK-79EEJOKO9F,SHIPPED,2024-01-07 01:50:47,2024-01-12 01:50:47
9000008860,1000008860,Correo Argentino,TRK-SVOAE7HSEP,SHIPPED,2024-01-26 06:09:07,2024-01-30 06:09:07
9000008861,1000008861,Correo Argentino,TRK-ZZH6PGRVGY,DELIVERED,2025-09-18 11:07:43,2025-09-20 11:07:43
9000008862,1000008862,Correo Argentino,TRK-77G9ON7SS0,DELIVERED,2025-06-09 12:34:31,2025-06-11 12:34:31
9000008863,1000008863,PICKUP,,DELIVERED,2024-06-11 05:28:57,2024-06-12 05:28:57
9000008864,1000008864,Correo Argentino,TRK-SN47SCNQ84,SHIPPED,2024-10-10 05:18:03,2024-10-14 05:18:03
9000008865,1000008865,Correo Argentino,TRK-NSNGURQF9P,DELIVERED,2024-05-20 03:07:26,2024-05-25 03:07:26
9000008866,1000008866,PICKUP,,DELIVERED,2024-02-12 01:04:31,2024-02-13 01:04:31
9000008867,1000008867,PICKUP,,SHIPPED,2024-10-04 16:26:44,2024-10-05 16:26:44
9000008868,1000008868,Correo Argentino,TRK-IFRPCY6HBL,DELIVERED,2024-11-30 16:09:46,2024-12-05 16:09:46
9000008869,1000008869,Correo Argentino,TRK-QP39MOP5M9,DELIVERED,2025-07-25 16:20:05,2025-07-29 16:20:05
9000008870,1000008870,Correo Argentino,TRK-YZ9OH82C40,DELIVERED,2024-04-23 14:32:49,2024-04-26 14:32:49
9000008871,1000008871,Correo Argentino,TRK-K6UK462G9O,DELIVERED,2024-10-29 10:42:08,2024-10-31 10:42:08
9000008872,1000008872,Correo Argentino,TRK-JYNSXYL2NT,DELIVERED,2025-06-12 06:39:08,2025-06-16 06:39:08
9000008873,1000008873,PICKUP,,SHIPPED,2024-11-03 16:34:55,2024-11-04 16:34:55
9000008874,1000008874,PICKUP,,CANCELLED,,
9000008875,1000008875,Correo Argentino,TRK-3YJ09T11KD,DELIVERED,2024-08-31 12:12:30,2024-09-02 12:12:30
9000008876,1000008876,Correo Argentino,TRK-93EUNMPH6V,DELIVERED,2024-11-26 18:55:30,2024-12-01 18:55:30
9000008877,1000008877,Correo Argentino,TRK-BW4OH3IUZW,DELIVERED,2024-03-26 03:29:58,2024-03-29 03:29:58
9000008878,1000008878,Correo Argentino,TRK-TCEYULJJNA,SHIPPED,2025-08-28 06:18:24,2025-09-01 06:18:24
9000008879,1000008879,Correo Argentino,TRK-15881YOXGA,DELIVERED,2024-08-18 21:39:13,2024-08-20 21:39:13
9000008880,1000008880,Correo Argentino,TRK-9SHE54YKZ9,DELIVERED,2025-04-23 09:57:52,2025-04-27 09:57:52
9000008881,1000008881,PICKUP,,DELIVERED,2025-09-15 17:22:19,2025-09-16 17:22:19
9000008882,1000008882,PICKUP,,CANCELLED,,
9000008883,1000008883,Correo Argentino,TRK-7IYWI3FH0W,DELIVERED,2025-03-14 14:06:40,2025-03-16 14:06:40
9000008884,1000008884,PICKUP,,DELIVERED,2024-10-07 17:43:21,2024-10-08 17:43:21
9000008885,1000008885,Correo Argentino,TRK-BISHDGQSDY,DELIVERED,2025-06-11 22:49:48,2025-06-13 22:49:48
9000008886,1000008886,Correo Argentino,TRK-A0Y0UE05DV,SHIPPED,2024-08-22 07:20:00,2024-08-27 07:20:00
9000008887,1000008887,PICKUP,,SHIPPED,2024-11-19 05:31:29,2024-11-20 05:31:29
9000008888,1000008888,Correo Argentino,TRK-Z2PGCGJ3B3,DELIVERED,2025-06-18 11:40:43,2025-06-21 11:40:43
9000008889,1000008889,Correo Argentino,TRK-FLOM4FDZ99,DELIVERED,2024-08-24 08:40:28,2024-08-29 08:40:28
9000008890,1000008890,Correo Argentino,TRK-F99PW3VOYL,DELIVERED,2024-01-13 00:47:56,2024-01-17 00:47:56
9000008891,1000008891,Correo Argentino,TRK-CVWTHU9TRE,DELIVERED,2024-07-30 02:38:47,2024-08-01 02:38:47
9000008892,1000008892,Correo Argentino,TRK-B8IIUQRB1C,DELIVERED,2025-06-14 15:32:22,2025-06-16 15:32:22
9000008893,1000008893,Correo Argentino,TRK-W6K468PNN2,DELIVERED,2024-07-23 15:02:42,2024-07-28 15:02:42
9000008894,1000008894,Correo Argentino,TRK-SSUOWFA5RF,DELIVERED,2025-04-23 07:54:34,2025-04-27 07:54:34
9000008895,1000008895,PICKUP,,DELIVERED,2024-07-11 09:18:19,2024-07-12 09:18:19
9000008896,1000008896,Correo Argentino,TRK-V2A8YL3PU2,DELIVERED,2024-12-10 00:48:34,2024-12-15 00:48:34
9000008897,1000008897,PICKUP,,SHIPPED,2025-05-05 11:32:49,2025-05-06 11:32:49
9000008898,1000008898,Correo Argentino,TRK-3DDC7NF682,DELIVERED,2024-12-11 07:41:42,2024-12-13 07:41:42
9000008899,1000008899,Correo Argentino,TRK-L3JWU5WBAP,READY,2025-04-27 03:03:45,2025-04-30 03:03:45
9000008900,1000008900,PICKUP,,DELIVERED,2024-11-22 14:11:27,2024-11-23 14:11:27
9000008901,1000008901,Correo Argentino,TRK-944YLPMKEA,DELIVERED,2024-04-30 06:43:45,2024-05-05 06:43:45
9000008902,1000008902,Correo Argentino,TRK-U0CH8CBT17,SHIPPED,2024-12-29 04:29:17,2025-01-03 04:29:17
9000008903,1000008903,PICKUP,,DELIVERED,2024-09-08 17:35:44,2024-09-09 17:35:44
9000008904,1000008904,PICKUP,,DELIVERED,2024-06-05 13:19:34,2024-06-06 13:19:34
9000008905,1000008905,Correo Argentino,TRK-T5063OQGRO,DELIVERED,2025-01-23 19:55:16,2025-01-27 19:55:16
9000008906,1000008906,Correo Argentino,TRK-R8404A359H,DELIVERED,2024-02-11 13:46:38,2024-02-16 13:46:38
9000008907,1000008907,Correo Argentino,TRK-Q2BW3BIBSJ,DELIVERED,2024-04-18 00:09:25,2024-04-23 00:09:25
9000008908,1000008908,Correo Argentino,TRK-PJZU11L9SN,SHIPPED,2024-06-29 20:43:17,2024-07-01 20:43:17
9000008909,1000008909,PICKUP,,DELIVERED,2025-06-27 03:12:50,2025-06-28 03:12:50
9000008910,1000008910,Correo Argentino,TRK-M6Q24JXFL5,DELIVERED,2024-10-15 15:55:16,2024-10-17 15:55:16
9000008911,1000008911,PICKUP,,DELIVERED,2025-07-14 00:13:42,2025-07-15 00:13:42
9000008912,1000008912,PICKUP,,DELIVERED,2025-01-02 23:41:45,2025-01-03 23:41:45
9000008913,1000008913,Correo Argentino,TRK-Z030MMNQQK,DELIVERED,2024-09-27 12:42:37,2024-10-02 12:42:37
9000008914,1000008914,Correo Argentino,TRK-VZ2Z0YPVLH,DELIVERED,2025-08-28 03:48:18,2025-09-01 03:48:18
9000008915,1000008915,Correo Argentino,TRK-C0KASSKA6V,DELIVERED,2025-09-24 13:17:35,2025-09-29 13:17:35
9000008916,1000008916,PICKUP,,DELIVERED,2025-08-15 19:41:41,2025-08-16 19:41:41
9000008917,1000008917,PICKUP,,CANCELLED,,
9000008918,1000008918,PICKUP,,DELIVERED,2025-04-24 15:52:05,2025-04-25 15:52:05
9000008919,1000008919,Correo Argentino,TRK-SKI9VU24PS,DELIVERED,2024-11-15 18:42:45,2024-11-17 18:42:45
9000008920,1000008920,Correo Argentino,TRK-FBC662KKI6,DELIVERED,2024-10-01 05:22:30,2024-10-03 05:22:30
9000008921,1000008921,Correo Argentino,TRK-HHMH5SQ0SJ,DELIVERED,2024-01-27 06:03:48,2024-01-31 06:03:48
9000008922,1000008922,PICKUP,,DELIVERED,2025-09-25 11:04:12,2025-09-26 11:04:12
9000008923,1000008923,Correo Argentino,TRK-YCL9TVWB7M,DELIVERED,2024-08-29 20:26:33,2024-08-31 20:26:33
9000008924,1000008924,Correo Argentino,TRK-EQ3Q7423NU,DELIVERED,2024-03-13 14:08:55,2024-03-16 14:08:55
9000008925,1000008925,PICKUP,,DELIVERED,2024-10-23 23:57:36,2024-10-24 23:57:36
9000008926,1000008926,PICKUP,,DELIVERED,2024-10-12 10:29:55,2024-10-13 10:29:55
9000008927,1000008927,PICKUP,,DELIVERED,2025-07-01 18:22:42,2025-07-02 18:22:42
9000008928,1000008928,Correo Argentino,TRK-CQ9767X9QE,SHIPPED,2024-04-16 19:33:21,2024-04-20 19:33:21
9000008929,1000008929,Correo Argentino,TRK-VRHBI7N7IQ,DELIVERED,2025-03-24 10:29:42,2025-03-28 10:29:42
9000008930,1000008930,PICKUP,,CANCELLED,,
9000008931,1000008931,Correo Argentino,TRK-KK2YJ4P2J5,SHIPPED,2025-02-04 20:48:17,2025-02-08 20:48:17
9000008932,1000008932,Correo Argentino,TRK-OJ7S8IG4K9,DELIVERED,2024-06-05 10:02:43,2024-06-07 10:02:43
9000008933,1000008933,Correo Argentino,TRK-BEW2M5O5M5,DELIVERED,2025-03-06 14:11:47,2025-03-08 14:11:47
9000008934,1000008934,PICKUP,,DELIVERED,2025-03-02 07:17:40,2025-03-03 07:17:40
9000008935,1000008935,Correo Argentino,,CANCELLED,,
9000008936,1000008936,PICKUP,,CANCELLED,,
9000008937,1000008937,Correo Argentino,TRK-Z7OSKJFZ3S,DELIVERED,2024-05-22 09:23:36,2024-05-27 09:23:36
9000008938,1000008938,Correo Argentino,TRK-LWA5MTJWCI,DELIVERED,2024-05-18 01:04:30,2024-05-22 01:04:30
9000008939,1000008939,Correo Argentino,TRK-9FS472XKNU,DELIVERED,2024-12-17 18:51:24,2024-12-19 18:51:24
9000008940,1000008940,PICKUP,,CANCELLED,,
9000008941,1000008941,Correo Argentino,TRK-CTQHOO37JU,DELIVERED,2025-07-09 15:37:24,2025-07-12 15:37:24
9000008942,1000008942,Correo Argentino,TRK-B8KOUOJBU8,SHIPPED,2024-09-08 09:27:38,2024-09-10 09:27:38
9000008943,1000008943,PICKUP,,DELIVERED,2024-11-17 15:21:48,2024-11-18 15:21:48
9000008944,1000008944,Correo Argentino,TRK-JYA3NN5JHY,DELIVERED,2025-01-27 23:51:42,2025-01-29 23:51:42
9000008945,1000008945,Correo Argentino,TRK-M6LPO9Z8TP,DELIVERED,2024-05-01 22:17:45,2024-05-04 22:17:45
9000008946,1000008946,PICKUP,,DELIVERED,2025-03-13 05:44:15,2025-03-14 05:44:15
9000008947,1000008947,PICKUP,,CANCELLED,,
9000008948,1000008948,Correo Argentino,TRK-7C075QPT8Q,DELIVERED,2025-03-25 13:09:38,2025-03-31 13:09:38
9000008949,1000008949,Correo Argentino,TRK-3G0X7LRPPU,DELIVERED,2024-01-24 07:25:07,2024-01-26 07:25:07
9000008950,1000008950,Correo Argentino,TRK-HILZPRXPCT,DELIVERED,2025-09-25 10:09:34,2025-09-28 10:09:34
9000008951,1000008951,Correo Argentino,,CANCELLED,,
9000008952,1000008952,Correo Argentino,TRK-C80M5S3V8K,SHIPPED,2024-09-04 01:26:41,2024-09-07 01:26:41
9000008953,1000008953,Correo Argentino,TRK-OJWKZ6SMNK,DELIVERED,2025-03-30 08:26:53,2025-04-01 08:26:53
9000008954,1000008954,Correo Argentino,TRK-6WSJE7AEYL,SHIPPED,2025-05-06 14:24:27,2025-05-10 14:24:27
9000008955,1000008955,Correo Argentino,TRK-9AX1ZWKDL2,DELIVERED,2025-03-31 13:01:58,2025-04-04 13:01:58
9000008956,1000008956,PICKUP,,DELIVERED,2024-01-09 22:17:17,2024-01-10 22:17:17
9000008957,1000008957,PICKUP,,DELIVERED,2025-08-20 09:12:35,2025-08-21 09:12:35
9000008958,1000008958,Correo Argentino,TRK-MGHOFTGBRE,DELIVERED,2025-07-30 01:25:38,2025-08-01 01:25:38
9000008959,1000008959,Correo Argentino,TRK-T090SROMGW,DELIVERED,2024-09-21 09:42:58,2024-09-26 09:42:58
9000008960,1000008960,Correo Argentino,TRK-75GBMKTK97,DELIVERED,2024-08-03 06:41:46,2024-08-05 06:41:46
